15.0001	1933.0
15.0206	1973.0
15.0411	1915.0
15.0615	1992.0
15.0820	1971.0
15.1025	1877.0
15.1230	1911.0
15.1435	1873.0
15.1640	1918.0
15.1844	1923.0
15.2049	1840.0
15.2254	1925.0
15.2459	1842.0
15.2664	1923.0
15.2868	1949.0
15.3073	1912.0
15.3278	1825.0
15.3483	1823.0
15.3688	1910.0
15.3892	1872.0
15.4097	1857.0
15.4302	1955.0
15.4507	1860.0
15.4712	1819.0
15.4917	1821.0
15.5121	1823.0
15.5326	1882.0
15.5531	1860.0
15.5736	1886.0
15.5941	1726.0
15.6145	1802.0
15.6350	1872.0
15.6555	1802.0
15.6760	1860.0
15.6965	1755.0
15.7170	1827.0
15.7374	1792.0
15.7579	1830.0
15.7784	1787.0
15.7989	1829.0
15.8194	1770.0
15.8398	1788.0
15.8603	1814.0
15.8808	1863.0
15.9013	1767.0
15.9218	1843.0
15.9423	1698.0
15.9627	1759.0
15.9832	1686.0
16.0037	1708.0
16.0242	1805.0
16.0447	1873.0
16.0651	1758.0
16.0856	1687.0
16.1061	1801.0
16.1266	1741.0
16.1471	1797.0
16.1675	1719.0
16.1880	1732.0
16.2085	1758.0
16.2290	1719.0
16.2495	1720.0
16.2700	1780.0
16.2904	1677.0
16.3109	1753.0
16.3314	1730.0
16.3519	1721.0
16.3724	1690.0
16.3928	1725.0
16.4133	1664.0
16.4338	1719.0
16.4543	1699.0
16.4748	1763.0
16.4953	1781.0
16.5157	1895.0
16.5362	2003.0
16.5567	2234.0
16.5772	2555.0
16.5977	2772.0
16.6181	2551.0
16.6386	2300.0
16.6591	1970.0
16.6796	1670.0
16.7001	1759.0
16.7205	1614.0
16.7410	1607.0
16.7615	1636.0
16.7820	1614.0
16.8025	1698.0
16.8230	1674.0
16.8434	1622.0
16.8639	1639.0
16.8844	1637.0
16.9049	1643.0
16.9254	1616.0
16.9458	1563.0
16.9663	1630.0
16.9868	1551.0
17.0073	1590.0
17.0278	1479.0
17.0483	1563.0
17.0687	1573.0
17.0892	1548.0
17.1097	1562.0
17.1302	1588.0
17.1507	1575.0
17.1711	1597.0
17.1916	1524.0
17.2121	1488.0
17.2326	1535.0
17.2531	1575.0
17.2736	1503.0
17.2940	1554.0
17.3145	1568.0
17.3350	1592.0
17.3555	1483.0
17.3760	1428.0
17.3964	1516.0
17.4169	1483.0
17.4374	1548.0
17.4579	1445.0
17.4784	1568.0
17.4988	1526.0
17.5193	1525.0
17.5398	1497.0
17.5603	1546.0
17.5808	1493.0
17.6013	1469.0
17.6217	1471.0
17.6422	1475.0
17.6627	1425.0
17.6832	1475.0
17.7037	1412.0
17.7241	1516.0
17.7446	1428.0
17.7651	1436.0
17.7856	1542.0
17.8061	1483.0
17.8266	1435.0
17.8470	1446.0
17.8675	1453.0
17.8880	1455.0
17.9085	1376.0
17.9290	1465.0
17.9494	1461.0
17.9699	1465.0
17.9904	1424.0
18.0109	1374.0
18.0314	1453.0
18.0519	1410.0
18.0723	1385.0
18.0928	1461.0
18.1133	1370.0
18.1338	1418.0
18.1543	1423.0
18.1747	1452.0
18.1952	1455.0
18.2157	1438.0
18.2362	1339.0
18.2567	1360.0
18.2771	1465.0
18.2976	1380.0
18.3181	1287.0
18.3386	1391.0
18.3591	1365.0
18.3796	1418.0
18.4000	1401.0
18.4205	1348.0
18.4410	1373.0
18.4615	1340.0
18.4820	1352.0
18.5024	1397.0
18.5229	1374.0
18.5434	1421.0
18.5639	1421.0
18.5844	1373.0
18.6049	1385.0
18.6253	1491.0
18.6458	1329.0
18.6663	1344.0
18.6868	1416.0
18.7073	1442.0
18.7277	1416.0
18.7482	1393.0
18.7687	1441.0
18.7892	1381.0
18.8097	1377.0
18.8301	1359.0
18.8506	1399.0
18.8711	1380.0
18.8916	1429.0
18.9121	1419.0
18.9326	1410.0
18.9530	1513.0
18.9735	1395.0
18.9940	1406.0
19.0145	1504.0
19.0350	1522.0
19.0554	1513.0
19.0759	1637.0
19.0964	1675.0
19.1169	1882.0
19.1374	2119.0
19.1579	2624.0
19.1783	3534.0
19.1988	4982.0
19.2193	5908.0
19.2398	8372.0
19.2603	10374.0
19.2807	8101.0
19.3012	6425.0
19.3217	4771.0
19.3422	3003.0
19.3627	2131.0
19.3832	1801.0
19.4036	1607.0
19.4241	1483.0
19.4446	1446.0
19.4651	1448.0
19.4856	1416.0
19.5060	1389.0
19.5265	1357.0
19.5470	1365.0
19.5675	1431.0
19.5880	1402.0
19.6084	1318.0
19.6289	1283.0
19.6494	1300.0
19.6699	1257.0
19.6904	1226.0
19.7109	1190.0
19.7313	1247.0
19.7518	1258.0
19.7723	1263.0
19.7928	1215.0
19.8133	1224.0
19.8337	1135.0
19.8542	1301.0
19.8747	1287.0
19.8952	1257.0
19.9157	1213.0
19.9362	1283.0
19.9566	1298.0
19.9771	1187.0
19.9976	1217.0
20.0181	1198.0
20.0386	1144.0
20.0590	1241.0
20.0795	1236.0
20.1000	1253.0
20.1205	1205.0
20.1410	1200.0
20.1614	1212.0
20.1819	1250.0
20.2024	1179.0
20.2229	1169.0
20.2434	1229.0
20.2639	1080.0
20.2843	1162.0
20.3048	1257.0
20.3253	1191.0
20.3458	1164.0
20.3663	1156.0
20.3867	1192.0
20.4072	1154.0
20.4277	1153.0
20.4482	1156.0
20.4687	1073.0
20.4892	1090.0
20.5096	1126.0
20.5301	1102.0
20.5506	1135.0
20.5711	1127.0
20.5916	1068.0
20.6120	1077.0
20.6325	1153.0
20.6530	1110.0
20.6735	1173.0
20.6940	1152.0
20.7145	1116.0
20.7349	1123.0
20.7554	1140.0
20.7759	1157.0
20.7964	1143.0
20.8169	1099.0
20.8373	1103.0
20.8578	1134.0
20.8783	1118.0
20.8988	1106.0
20.9193	1131.0
20.9397	1119.0
20.9602	1068.0
20.9807	1052.0
21.0012	1079.0
21.0217	1081.0
21.0422	1096.0
21.0626	1080.0
21.0831	1014.0
21.1036	1147.0
21.1241	1099.0
21.1446	1127.0
21.1650	1103.0
21.1855	1139.0
21.2060	1134.0
21.2265	1080.0
21.2470	1048.0
21.2675	1130.0
21.2879	1111.0
21.3084	1110.0
21.3289	1035.0
21.3494	1101.0
21.3699	1050.0
21.3903	1050.0
21.4108	1024.0
21.4313	1010.0
21.4518	1018.0
21.4723	1022.0
21.4928	1005.0
21.5132	1020.0
21.5337	1008.0
21.5542	1072.0
21.5747	1050.0
21.5952	1016.0
21.6156	1027.0
21.6361	980.0
21.6566	1080.0
21.6771	1037.0
21.6976	1001.0
21.7180	1109.0
21.7385	1000.0
21.7590	1054.0
21.7795	1060.0
21.8000	1007.0
21.8205	1073.0
21.8409	1007.0
21.8614	914.0
21.8819	979.0
21.9024	1039.0
21.9229	974.0
21.9433	997.0
21.9638	932.0
21.9843	958.0
22.0048	1001.0
22.0253	1016.0
22.0458	966.0
22.0662	940.0
22.0867	993.0
22.1072	928.0
22.1277	975.0
22.1482	1020.0
22.1686	1003.0
22.1891	1016.0
22.2096	984.0
22.2301	1022.0
22.2506	974.0
22.2710	916.0
22.2915	976.0
22.3120	952.0
22.3325	984.0
22.3530	1024.0
22.3735	946.0
22.3939	961.0
22.4144	941.0
22.4349	997.0
22.4554	1018.0
22.4759	976.0
22.4963	916.0
22.5168	925.0
22.5373	1001.0
22.5578	932.0
22.5783	988.0
22.5988	1005.0
22.6192	965.0
22.6397	986.0
22.6602	988.0
22.6807	933.0
22.7012	938.0
22.7216	929.0
22.7421	952.0
22.7626	942.0
22.7831	987.0
22.8036	952.0
22.8241	982.0
22.8445	911.0
22.8650	861.0
22.8855	927.0
22.9060	927.0
22.9265	906.0
22.9469	895.0
22.9674	982.0
22.9879	969.0
23.0084	921.0
23.0289	953.0
23.0493	918.0
23.0698	904.0
23.0903	944.0
23.1108	954.0
23.1313	890.0
23.1518	944.0
23.1722	963.0
23.1927	869.0
23.2132	925.0
23.2337	855.0
23.2542	847.0
23.2746	925.0
23.2951	857.0
23.3156	923.0
23.3361	957.0
23.3566	851.0
23.3771	904.0
23.3975	881.0
23.4180	898.0
23.4385	921.0
23.4590	874.0
23.4795	851.0
23.4999	899.0
23.5204	894.0
23.5409	919.0
23.5614	885.0
23.5819	970.0
23.6023	847.0
23.6228	843.0
23.6433	880.0
23.6638	835.0
23.6843	916.0
23.7048	914.0
23.7252	872.0
23.7457	859.0
23.7662	915.0
23.7867	851.0
23.8072	852.0
23.8276	914.0
23.8481	814.0
23.8686	881.0
23.8891	872.0
23.9096	818.0
23.9301	874.0
23.9505	785.0
23.9710	840.0
23.9915	840.0
24.0120	831.0
24.0325	924.0
24.0529	920.0
24.0734	849.0
24.0939	887.0
24.1144	891.0
24.1349	903.0
24.1554	853.0
24.1758	865.0
24.1963	861.0
24.2168	846.0
24.2373	967.0
24.2578	869.0
24.2782	908.0
24.2987	984.0
24.3192	949.0
24.3397	924.0
24.3602	899.0
24.3806	877.0
24.4011	864.0
24.4216	801.0
24.4421	797.0
24.4626	844.0
24.4831	810.0
24.5035	880.0
24.5240	801.0
24.5445	844.0
24.5650	800.0
24.5855	822.0
24.6059	860.0
24.6264	797.0
24.6469	821.0
24.6674	868.0
24.6879	825.0
24.7084	832.0
24.7288	853.0
24.7493	805.0
24.7698	800.0
24.7903	772.0
24.8108	817.0
24.8312	800.0
24.8517	822.0
24.8722	817.0
24.8927	864.0
24.9132	792.0
24.9336	843.0
24.9541	754.0
24.9746	758.0
24.9951	838.0
25.0156	787.0
25.0361	813.0
25.0565	815.0
25.0770	770.0
25.0975	817.0
